Abasto,Cultura,E_basica,E_media,E_superior,Empleo,Espacio_ab,Est_Tpte,Pob_2010,Salud_cama,Salud_cons,cve_ent,cve_mun,cve_sun,cvegeo,gmu,iisu_cd,iisu_sun,sun
64.0,0.0,2.0,0.0,0.0,1702.0,632.0,0.0,11,0.0,0.0,03,003,M03.01,030030001398A026,bajo,Alto,Alto,La Paz
64.0,0.0,2.0,0.0,0.0,1702.0,632.0,0.0,0,0.0,0.0,03,003,M03.01,030030001398A018,s/p,S/P,S/P,La Paz
70.0,0.0,2.0,0.0,0.0,1710.0,632.0,0.0,26,0.0,0.0,03,003,M03.01,030030001398A017,bajo,Alto,Alto,La Paz
70.0,0.0,2.0,0.0,0.0,1710.0,632.0,0.0,34,0.0,0.0,03,003,M03.01,030030001398A009,bajo,Alto,Alto,La Paz
70.0,0.0,2.0,0.0,0.0,1710.0,632.0,0.0,43,0.0,0.0,03,003,M03.01,030030001398A002,bajo,Alto,Alto,La Paz
54.0,0.0,2.0,0.0,0.0,1719.0,1839.0,0.0,60,0.0,0.0,03,003,M03.01,030030001398A003,bajo,Alto,Alto,La Paz
12.0,0.0,0.0,0.0,0.0,392.0,1207.0,0.0,49,0.0,0.0,03,003,M03.01,0300300013994022,medio,Alto,Intermedio,La Paz
42.0,0.0,3.0,0.0,0.0,754.0,1793.0,0.0,15,0.0,0.0,03,003,M03.01,0300300013994009,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,26,0.0,0.0,03,003,M03.01,0300300013994010,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,35,0.0,0.0,03,003,M03.01,0300300013994011,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,19,0.0,0.0,03,003,M03.01,0300300013994012,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,12,0.0,0.0,03,003,M03.01,0300300013994023,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,15,0.0,0.0,03,003,M03.01,0300300013994029,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,19,0.0,0.0,03,003,M03.01,0300300013994013,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,66,0.0,0.0,03,003,M03.01,0300300013994003,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,51,0.0,0.0,03,003,M03.01,0300300013994004,medio,Alto,Intermedio,La Paz
42.0,0.0,3.0,0.0,0.0,754.0,1793.0,0.0,49,0.0,0.0,03,003,M03.01,0300300013994001,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,7,0.0,0.0,03,003,M03.01,0300300013994027,medio,Alto,Intermedio,La Paz
40.0,0.0,3.0,0.0,0.0,695.0,1793.0,0.0,15,0.0,0.0,03,003,M03.01,0300300013994028,medio,Alto,Intermedio,La Paz
51.0,0.0,3.0,0.0,0.0,1021.0,1793.0,0.0,28,0.0,0.0,03,003,M03.01,0300300013994030,medio,Alto,Intermedio,La Paz
51.0,0.0,3.0,0.0,0.0,1021.0,1793.0,0.0,53,0.0,0.0,03,003,M03.01,0300300013994024,medio,Alto,Intermedio,La Paz
51.0,0.0,3.0,0.0,0.0,1021.0,1793.0,0.0,41,0.0,0.0,03,003,M03.01,0300300013994014,medio,Alto,Intermedio,La Paz
42.0,0.0,3.0,0.0,0.0,754.0,1793.0,0.0,25,0.0,0.0,03,003,M03.01,0300300013994002,medio,Alto,Intermedio,La Paz
58.0,0.0,5.0,0.0,0.0,1132.0,1793.0,0.0,114,0.0,0.0,03,003,M03.01,0300300013994005,medio,Alto,Intermedio,La Paz
58.0,0.0,5.0,0.0,0.0,1132.0,1793.0,0.0,29,0.0,0.0,03,003,M03.01,0300300013994018,medio,Alto,Intermedio,La Paz
58.0,0.0,5.0,0.0,0.0,1132.0,1793.0,0.0,52,0.0,0.0,03,003,M03.01,0300300013994017,medio,Alto,Intermedio,La Paz
58.0,0.0,5.0,0.0,0.0,1132.0,1793.0,0.0,28,0.0,0.0,03,003,M03.01,0300300013994016,medio,Alto,Intermedio,La Paz
51.0,0.0,3.0,0.0,0.0,1021.0,1793.0,0.0,53,0.0,0.0,03,003,M03.01,0300300013994015,medio,Alto,Intermedio,La Paz
51.0,0.0,3.0,0.0,0.0,1021.0,1793.0,0.0,27,0.0,0.0,03,003,M03.01,0300300013994032,medio,Alto,Intermedio,La Paz
51.0,0.0,3.0,0.0,0.0,1021.0,1793.0,0.0,23,0.0,0.0,03,003,M03.01,0300300013994025,medio,Alto,Intermedio,La Paz
58.0,0.0,5.0,0.0,0.0,1132.0,1793.0,0.0,53,0.0,0.0,03,003,M03.01,0300300013994006,medio,Alto,Intermedio,La Paz
72.0,0.0,7.0,2.0,0.0,903.0,0.0,0.0,108,0.0,0.0,03,003,M03.01,0300300014329011,muy bajo,Muy Alto,Muy Alto,La Paz
72.0,0.0,7.0,2.0,0.0,903.0,0.0,0.0,93,0.0,0.0,03,003,M03.01,0300300014329012,muy bajo,Muy Alto,Muy Alto,La Paz
72.0,0.0,7.0,2.0,0.0,903.0,0.0,0.0,109,0.0,0.0,03,003,M03.01,0300300014329013,muy bajo,Muy Alto,Muy Alto,La Paz
64.0,0.0,7.0,2.0,0.0,936.0,0.0,0.0,66,0.0,0.0,03,003,M03.01,0300300014329003,muy bajo,Muy Alto,Muy Alto,La Paz
64.0,0.0,7.0,2.0,0.0,936.0,0.0,0.0,75,0.0,0.0,03,003,M03.01,0300300014329014,muy bajo,Muy Alto,Muy Alto,La Paz
56.0,0.0,7.0,2.0,0.0,874.0,0.0,0.0,58,0.0,0.0,03,003,M03.01,0300300014329020,muy bajo,Muy Alto,Muy Alto,La Paz
72.0,0.0,7.0,2.0,0.0,903.0,0.0,0.0,90,0.0,0.0,03,003,M03.01,0300300014329019,muy bajo,Muy Alto,Muy Alto,La Paz
72.0,0.0,7.0,2.0,0.0,903.0,0.0,0.0,74,0.0,0.0,03,003,M03.01,0300300014329018,muy bajo,Muy Alto,Muy Alto,La Paz
56.0,0.0,7.0,2.0,0.0,874.0,0.0,0.0,57,0.0,0.0,03,003,M03.01,0300300014329029,muy bajo,Muy Alto,Muy Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,96,0.0,0.0,03,003,M03.01,0300300014329028,muy bajo,Muy Alto,Muy Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,129,0.0,0.0,03,003,M03.01,0300300014352028,bajo,Alto,Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,95,0.0,0.0,03,003,M03.01,0300300014329027,muy bajo,Muy Alto,Muy Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,87,0.0,0.0,03,003,M03.01,0300300014352029,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,44,0.0,0.0,03,003,M03.01,0300300014352030,bajo,Alto,Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,69,0.0,0.0,03,003,M03.01,0300300014352019,bajo,Alto,Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,68,0.0,0.0,03,003,M03.01,0300300014352020,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,41,0.0,0.0,03,003,M03.01,0300300014352021,bajo,Alto,Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,3,0.0,0.0,03,003,M03.01,0300300014352008,bajo,Alto,Alto,La Paz
27.0,0.0,3.0,0.0,0.0,1327.0,0.0,0.0,15,0.0,0.0,03,003,M03.01,0300300014028002,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,22,0.0,0.0,03,003,M03.01,0300300014352010,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,12,0.0,0.0,03,003,M03.01,0300300014352036,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,9,0.0,0.0,03,003,M03.01,0300300014352005,bajo,Alto,Alto,La Paz
68.0,0.0,7.0,2.0,0.0,873.0,0.0,0.0,13,0.0,0.0,03,003,M03.01,0300300014352009,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,8,0.0,0.0,03,003,M03.01,0300300014352001,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,16,0.0,0.0,03,003,M03.01,0300300014352003,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,14,0.0,0.0,03,003,M03.01,0300300014352004,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,46,0.0,0.0,03,003,M03.01,0300300014352007,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,7,0.0,0.0,03,003,M03.01,0300300014352002,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,58,0.0,0.0,03,003,M03.01,0300300014352006,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,54,0.0,0.0,03,003,M03.01,0300300014352013,bajo,Alto,Alto,La Paz
44.0,0.0,3.0,2.0,0.0,730.0,0.0,0.0,10,0.0,0.0,03,003,M03.01,0300300014348024,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,77,0.0,0.0,03,003,M03.01,0300300014352014,bajo,Alto,Alto,La Paz
56.0,0.0,7.0,2.0,0.0,874.0,0.0,0.0,63,0.0,0.0,03,003,M03.01,0300300014348030,bajo,Alto,Alto,La Paz
56.0,0.0,7.0,2.0,0.0,874.0,0.0,0.0,56,0.0,0.0,03,003,M03.01,0300300014348031,bajo,Alto,Alto,La Paz
42.0,0.0,0.0,2.0,0.0,831.0,0.0,0.0,22,0.0,0.0,03,003,M03.01,0300300014348029,bajo,Alto,Alto,La Paz
44.0,0.0,3.0,2.0,0.0,730.0,0.0,0.0,68,0.0,0.0,03,003,M03.01,0300300014348023,bajo,Alto,Alto,La Paz
42.0,0.0,0.0,2.0,0.0,831.0,0.0,0.0,7,0.0,0.0,03,003,M03.01,0300300014348022,bajo,Alto,Alto,La Paz
44.0,0.0,3.0,2.0,0.0,730.0,0.0,0.0,47,0.0,0.0,03,003,M03.01,0300300014348015,bajo,Alto,Alto,La Paz
44.0,0.0,3.0,2.0,0.0,730.0,0.0,0.0,129,0.0,0.0,03,003,M03.01,0300300014348014,bajo,Alto,Alto,La Paz
50.0,0.0,3.0,2.0,0.0,737.0,0.0,0.0,98,0.0,0.0,03,003,M03.01,0300300014348009,bajo,Alto,Alto,La Paz
42.0,0.0,0.0,2.0,0.0,831.0,0.0,0.0,10,0.0,0.0,03,003,M03.01,0300300014348013,bajo,Alto,Alto,La Paz
44.0,0.0,3.0,2.0,0.0,730.0,0.0,0.0,109,0.0,0.0,03,003,M03.01,0300300014348008,bajo,Alto,Alto,La Paz
16.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,18,0.0,0.0,03,003,M03.01,0300300014456003,muy alto,Muy Bajo,Muy Bajo,La Paz
16.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,8,0.0,0.0,03,003,M03.01,0300300014456005,muy alto,Muy Bajo,Muy Bajo,La Paz
61.0,0.0,7.0,2.0,0.0,1046.0,0.0,0.0,15,0.0,0.0,03,003,M03.01,0300300014460015,muy bajo,Muy Alto,Muy Alto,La Paz
61.0,0.0,7.0,2.0,0.0,1046.0,0.0,0.0,11,0.0,0.0,03,003,M03.01,0300300014460014,muy bajo,Muy Alto,Muy Alto,La Paz
61.0,0.0,7.0,2.0,0.0,1046.0,0.0,0.0,13,0.0,0.0,03,003,M03.01,0300300014460012,muy bajo,Muy Alto,Muy Alto,La Paz
61.0,0.0,7.0,2.0,0.0,1046.0,0.0,0.0,19,0.0,0.0,03,003,M03.01,0300300014460008,muy bajo,Muy Alto,Muy Alto,La Paz
66.0,0.0,7.0,2.0,0.0,1132.0,0.0,0.0,58,0.0,0.0,03,003,M03.01,0300300014460004,muy bajo,Muy Alto,Muy Alto,La Paz
50.0,0.0,0.0,2.0,0.0,951.0,0.0,0.0,79,0.0,0.0,03,003,M03.01,0300300014460007,muy bajo,Muy Alto,Muy Alto,La Paz
61.0,0.0,7.0,2.0,0.0,1046.0,0.0,0.0,59,0.0,0.0,03,003,M03.01,0300300014460011,muy bajo,Muy Alto,Muy Alto,La Paz
50.0,0.0,0.0,2.0,0.0,951.0,0.0,0.0,144,0.0,0.0,03,003,M03.01,0300300014460013,muy bajo,Muy Alto,Muy Alto,La Paz
43.0,0.0,1.0,2.0,0.0,1045.0,0.0,0.0,50,0.0,0.0,03,003,M03.01,0300300014460001,muy bajo,Muy Alto,Muy Alto,La Paz
43.0,0.0,1.0,2.0,0.0,1045.0,0.0,0.0,74,0.0,0.0,03,003,M03.01,0300300014460005,muy bajo,Muy Alto,Muy Alto,La Paz
43.0,0.0,1.0,2.0,0.0,1045.0,0.0,0.0,87,0.0,0.0,03,003,M03.01,0300300014460009,muy bajo,Muy Alto,Muy Alto,La Paz
50.0,0.0,0.0,2.0,0.0,951.0,0.0,0.0,65,0.0,0.0,03,003,M03.01,0300300014460002,muy bajo,Muy Alto,Muy Alto,La Paz
50.0,0.0,0.0,2.0,0.0,951.0,0.0,0.0,87,0.0,0.0,03,003,M03.01,0300300014460006,muy bajo,Muy Alto,Muy Alto,La Paz
43.0,0.0,1.0,2.0,0.0,1045.0,0.0,0.0,62,0.0,0.0,03,003,M03.01,0300300014460010,muy bajo,Muy Alto,Muy Alto,La Paz
50.0,0.0,0.0,2.0,0.0,951.0,0.0,0.0,82,0.0,0.0,03,003,M03.01,0300300014460003,muy bajo,Muy Alto,Muy Alto,La Paz
39.0,0.0,0.0,2.0,0.0,1282.0,0.0,0.0,40,0.0,0.0,03,003,M03.01,0300300014032030,muy bajo,Muy Alto,Muy Alto,La Paz
39.0,0.0,0.0,2.0,0.0,1282.0,0.0,0.0,17,0.0,0.0,03,003,M03.01,0300300014032023,muy bajo,Muy Alto,Muy Alto,La Paz
35.0,0.0,4.0,2.0,0.0,1347.0,0.0,0.0,0,0.0,0.0,03,003,M03.01,0300300014032034,s/p,S/P,S/P,La Paz
35.0,0.0,4.0,2.0,0.0,1347.0,0.0,0.0,15,0.0,0.0,03,003,M03.01,0300300014032031,muy bajo,Muy Alto,Muy Alto,La Paz
48.0,0.0,4.0,2.0,0.0,1182.0,0.0,0.0,25,0.0,0.0,03,003,M03.01,0300300014032022,muy bajo,Muy Alto,Muy Alto,La Paz
39.0,0.0,0.0,2.0,0.0,1282.0,0.0,0.0,135,0.0,0.0,03,003,M03.01,0300300014032029,muy bajo,Muy Alto,Muy Alto,La Paz
27.0,0.0,4.0,2.0,0.0,1124.0,0.0,0.0,70,0.0,0.0,03,003,M03.01,0300300014032026,muy bajo,Muy Alto,Muy Alto,La Paz
39.0,0.0,0.0,2.0,0.0,1282.0,0.0,0.0,35,0.0,0.0,03,003,M03.01,0300300014032018,muy bajo,Muy Alto,Muy Alto,La Paz
25.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,46,0.0,0.0,03,003,M03.01,0300300014032033,muy bajo,Muy Alto,Muy Alto,La Paz
39.0,0.0,0.0,2.0,0.0,1282.0,0.0,0.0,66,0.0,0.0,03,003,M03.01,0300300014032028,muy bajo,Muy Alto,Muy Alto,La Paz
25.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,0,0.0,0.0,03,003,M03.01,0300300014032027,s/p,S/P,S/P,La Paz
35.0,0.0,4.0,2.0,0.0,1347.0,0.0,0.0,12,0.0,0.0,03,003,M03.01,0300300014314003,bajo,Alto,Alto,La Paz
19.0,0.0,0.0,0.0,0.0,1335.0,0.0,0.0,18,0.0,0.0,03,003,M03.01,0300300014314002,bajo,Alto,Alto,La Paz
32.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,17,0.0,0.0,03,003,M03.01,0300300014475003,muy bajo,Muy Alto,Muy Alto,La Paz
32.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,40,0.0,0.0,03,003,M03.01,0300300014475002,muy bajo,Muy Alto,Muy Alto,La Paz
32.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,29,0.0,0.0,03,003,M03.01,0300300014475001,muy bajo,Muy Alto,Muy Alto,La Paz
32.0,0.0,7.0,2.0,0.0,899.0,0.0,0.0,17,0.0,0.0,03,003,M03.01,0300300014329030,muy bajo,Muy Alto,Muy Alto,La Paz
50.0,0.0,3.0,2.0,0.0,737.0,0.0,0.0,123,0.0,0.0,03,003,M03.01,0300300014348003,bajo,Alto,Alto,La Paz
119.0,0.0,5.0,0.0,0.0,1774.0,3273.0,0.0,47,0.0,5.0,03,003,M03.01,030030001423A009,bajo,Muy Alto,Alto,La Paz
116.0,0.0,3.0,0.0,0.0,1956.0,3273.0,0.0,117,0.0,6.0,03,003,M03.01,0300300014244011,muy bajo,Muy Alto,Muy Alto,La Paz
119.0,0.0,3.0,0.0,0.0,1827.0,3273.0,0.0,40,0.0,5.0,03,003,M03.01,0300300014244010,muy bajo,Muy Alto,Muy Alto,La Paz
83.0,0.0,5.0,0.0,0.0,1584.0,3859.0,0.0,71,0.0,5.0,03,003,M03.01,0300300014244004,muy bajo,Muy Alto,Muy Alto,La Paz
119.0,0.0,3.0,0.0,0.0,1827.0,3273.0,0.0,85,0.0,5.0,03,003,M03.01,0300300014244008,muy bajo,Muy Alto,Muy Alto,La Paz
119.0,0.0,1.0,0.0,0.0,1743.0,3273.0,0.0,79,0.0,5.0,03,003,M03.01,0300300014244006,muy bajo,Muy Alto,Muy Alto,La Paz
119.0,0.0,1.0,0.0,0.0,1743.0,3273.0,0.0,105,0.0,5.0,03,003,M03.01,0300300014244001,muy bajo,Muy Alto,Muy Alto,La Paz
119.0,0.0,1.0,0.0,0.0,1743.0,3273.0,0.0,72,0.0,5.0,03,003,M03.01,0300300014244003,muy bajo,Muy Alto,Muy Alto,La Paz
97.0,0.0,7.0,0.0,0.0,1634.0,3859.0,0.0,97,0.0,5.0,03,003,M03.01,0300300014244002,muy bajo,Muy Alto,Muy Alto,La Paz
97.0,0.0,7.0,0.0,0.0,1634.0,3859.0,0.0,116,0.0,5.0,03,003,M03.01,0300300014244005,muy bajo,Muy Alto,Muy Alto,La Paz
97.0,0.0,7.0,0.0,0.0,1634.0,3859.0,0.0,103,0.0,5.0,03,003,M03.01,0300300014244007,muy bajo,Muy Alto,Muy Alto,La Paz
103.0,0.0,2.0,0.0,0.0,1531.0,0.0,0.0,4,0.0,5.0,03,003,M03.01,0300300014418001,n/d,N/D,N/D,La Paz
119.0,0.0,3.0,0.0,0.0,1827.0,3273.0,0.0,75,0.0,5.0,03,003,M03.01,0300300014244013,muy bajo,Muy Alto,Muy Alto,La Paz
119.0,0.0,3.0,0.0,0.0,1827.0,3273.0,0.0,82,0.0,5.0,03,003,M03.01,0300300014244009,muy bajo,Muy Alto,Muy Alto,La Paz
90.0,0.0,2.0,0.0,0.0,1219.0,0.0,0.0,27,0.0,0.0,03,003,M03.01,0300300013941022,bajo,Alto,Alto,La Paz
38.0,0.0,1.0,0.0,0.0,943.0,0.0,0.0,70,0.0,0.0,03,003,M03.01,0300300014278011,bajo,Alto,Alto,La Paz
83.0,0.0,5.0,0.0,0.0,1584.0,3859.0,0.0,0,0.0,5.0,03,003,M03.01,0300300014117002,s/p,S/P,S/P,La Paz
38.0,0.0,3.0,0.0,0.0,1049.0,0.0,0.0,0,0.0,0.0,03,003,M03.01,030030001430A001,s/p,S/P,S/P,La Paz
43.0,0.0,0.0,0.0,0.0,1205.0,0.0,0.0,39,0.0,0.0,03,003,M03.01,0300300014009048,bajo,Alto,Alto,La Paz
46.0,0.0,3.0,0.0,0.0,1095.0,1793.0,0.0,52,0.0,0.0,03,003,M03.01,0300300013994007,medio,Alto,Intermedio,La Paz
25.0,0.0,0.0,0.0,0.0,1359.0,46.0,0.0,0,0.0,0.0,03,003,M03.01,0300300014297001,s/p,S/P,S/P,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,49,0.0,0.0,03,003,M03.01,0300300014367021,bajo,Alto,Alto,La Paz
41.0,0.0,0.0,2.0,0.0,542.0,0.0,0.0,84,0.0,0.0,03,003,M03.01,0300300014367024,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,12,0.0,0.0,03,003,M03.01,0300300014367011,bajo,Alto,Alto,La Paz
41.0,0.0,0.0,2.0,0.0,542.0,0.0,0.0,92,0.0,0.0,03,003,M03.01,0300300014367026,bajo,Alto,Alto,La Paz
72.0,0.0,3.0,2.0,0.0,763.0,0.0,0.0,28,0.0,0.0,03,003,M03.01,0300300014367007,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,92,0.0,0.0,03,003,M03.01,0300300014367019,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,92,0.0,0.0,03,003,M03.01,0300300014367006,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,75,0.0,0.0,03,003,M03.01,0300300014367001,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,57,0.0,0.0,03,003,M03.01,0300300014367002,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,16,0.0,0.0,03,003,M03.01,0300300014352016,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,60,0.0,0.0,03,003,M03.01,0300300014352015,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,61,0.0,0.0,03,003,M03.01,0300300014352012,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,25,0.0,0.0,03,003,M03.01,0300300014352011,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,85,0.0,0.0,03,003,M03.01,0300300014367018,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,89,0.0,0.0,03,003,M03.01,0300300014367005,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,29,0.0,0.0,03,003,M03.01,0300300014367012,bajo,Alto,Alto,La Paz
41.0,0.0,0.0,2.0,0.0,542.0,0.0,0.0,95,0.0,0.0,03,003,M03.01,0300300014367028,bajo,Alto,Alto,La Paz
41.0,0.0,0.0,2.0,0.0,542.0,0.0,0.0,47,0.0,0.0,03,003,M03.01,0300300014367029,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,0,0.0,0.0,03,003,M03.01,0300300014367008,s/p,S/P,S/P,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,74,0.0,0.0,03,003,M03.01,0300300014367009,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,67,0.0,0.0,03,003,M03.01,0300300014367010,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,103,0.0,0.0,03,003,M03.01,0300300014367020,bajo,Alto,Alto,La Paz
61.0,0.0,3.0,2.0,0.0,703.0,0.0,0.0,63,0.0,0.0,03,003,M03.01,0300300014367023,bajo,Alto,Alto,La Paz
41.0,0.0,0.0,2.0,0.0,542.0,0.0,0.0,68,0.0,0.0,03,003,M03.01,0300300014367025,bajo,Alto,Alto,La Paz
39.0,0.0,0.0,2.0,0.0,498.0,0.0,0.0,86,0.0,0.0,03,003,M03.01,0300300014367027,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,89,0.0,0.0,03,003,M03.01,0300300014367004,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,83,0.0,0.0,03,003,M03.01,0300300014367003,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,77,0.0,0.0,03,003,M03.01,0300300014367013,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,0,0.0,0.0,03,003,M03.01,0300300014367022,s/p,S/P,S/P,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,7,0.0,0.0,03,003,M03.01,0300300014367014,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,43,0.0,0.0,03,003,M03.01,0300300014367015,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,72,0.0,0.0,03,003,M03.01,0300300014367016,bajo,Alto,Alto,La Paz
37.0,0.0,0.0,2.0,0.0,572.0,0.0,0.0,110,0.0,0.0,03,003,M03.01,0300300014367017,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,54,0.0,0.0,03,003,M03.01,0300300014352023,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,49,0.0,0.0,03,003,M03.01,0300300014352024,bajo,Alto,Alto,La Paz
48.0,0.0,3.0,2.0,0.0,733.0,0.0,0.0,55,0.0,0.0,03,003,M03.01,0300300014352025,bajo,Alto,Alto,La Paz
25.0,0.0,0.0,2.0,0.0,576.0,0.0,0.0,64,0.0,0.0,03,003,M03.01,0300300014352026,bajo,Alto,Alto,La Paz
25.0,0.0,0.0,2.0,0.0,576.0,0.0,0.0,101,0.0,0.0,03,003,M03.01,0300300014352031,bajo,Alto,Alto,La Paz
25.0,0.0,0.0,2.0,0.0,576.0,0.0,0.0,52,0.0,0.0,03,003,M03.01,0300300014352034,bajo,Alto,Alto,La Paz
42.0,0.0,0.0,2.0,0.0,831.0,0.0,0.0,25,0.0,0.0,03,003,M03.01,0300300014348007,bajo,Alto,Alto,La Paz
50.0,0.0,3.0,2.0,0.0,737.0,0.0,0.0,58,0.0,0.0,03,003,M03.01,0300300014348002,bajo,Alto,Alto,La Paz
44.0,0.0,3.0,2.0,0.0,730.0,0.0,0.0,96,0.0,0.0,03,003,M03.01,0300300014348001,bajo,Alto,Alto,La Paz
42.0,0.0,0.0,2.0,0.0,831.0,0.0,0.0,55,0.0,0.0,03,003,M03.01,0300300014348006,bajo,Alto,Alto,La Paz
50.0,0.0,3.0,2.0,0.0,737.0,0.0,0.0,43,0.0,0.0,03,003,M03.01,0300300014352017,bajo,Alto,Alto,La Paz
44.0,0.0,3.0,2.0,0.0,730.0,0.0,0.0,102,0.0,0.0,03,003,M03.01,0300300014348004,bajo,Alto,Alto,La Paz
50.0,0.0,3.0,2.0,0.0,737.0,0.0,0.0,66,0.0,0.0,03,003,M03.01,0300300014352018,bajo,Alto,Alto,La Paz
50.0,0.0,3.0,2.0,0.0,737.0,0.0,0.0,121,0.0,0.0,03,003,M03.01,0300300014348010,bajo,Alto,Alto,La Paz
29.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,72,0.0,0.0,03,003,M03.01,0300300014352027,bajo,Alto,Alto,La Paz
