cve_ent,cve_mun,cve_sun,cvegeo,sun,gmu,iisu_sun,iisu_cd,Pob_2010,Empleo,E_basica,E_media,E_superior,Salud_cama,Salud_cons,Abasto,Espacio_ab,Cultura,Est_Tpte,geometry
03,003,M03.01,030030001341A019,La Paz,alto,Bajo,Intermedio,18,629.0,3.0,0.0,0.0,0.0,1.0,36.0,1632.0,0.0,0.0,"POLYGON ((-110.30251751467434 24.112222507617798, -110.30165429402706 24.111338902670298, -110.30257779475359 24.11071334444735, -110.3033672928098 24.111456764235157, -110.30304768882165 24.111771661445548, -110.30285434288362 24.11193771675644, -110.30251751467434 24.112222507617798))"
03,003,M03.01,030030001341A001,La Paz,alto,Bajo,Intermedio,31,783.0,3.0,0.0,0.0,0.0,1.0,34.0,61323.0,0.0,0.0,"POLYGON ((-110.3007106234565 24.113567598833303, -110.29979075912307 24.112601182347305, -110.30063125338486 24.11203187308997, -110.3013904416424 24.113104332359615, -110.3007106234565 24.113567598833303))"
03,003,M03.01,030030001341A028,La Paz,alto,Bajo,Intermedio,51,936.0,3.0,0.0,0.0,0.0,1.0,35.0,22200.0,0.0,0.0,"POLYGON ((-110.30343069239738 24.11139429805857, -110.30265325095274 24.110662231623092, -110.30359884073782 24.11002169748398, -110.30429863736101 24.11053912261486, -110.30343069239738 24.11139429805857))"
03,003,M03.01,030030001341A021,La Paz,alto,Bajo,Intermedio,5,741.0,1.0,0.0,0.0,0.0,1.0,24.0,1199.0,0.0,0.0,"POLYGON ((-110.29390098115773 24.117961496038436, -110.29493680630718 24.117584818862667, -110.29536048570341 24.118252721561817, -110.2939392787878 24.11832290752547, -110.29390098115773 24.117961496038436))"
03,003,M03.01,0300300013922003,La Paz,alto,Bajo,Bajo,46,945.0,0.0,0.0,0.0,0.0,3.0,16.0,1199.0,0.0,0.0,"POLYGON ((-110.29357354311928 24.118393170700127, -110.29349597624254 24.118232429592457, -110.29343140616005 24.118128821378015, -110.29340893666156 24.118140602703594, -110.2933856972747 24.11815278769526, -110.29344248458413 24.11824597063698, -110.29349239398532 24.118365850368782, -110.29289716061035 24.11814379459887, -110.29237466230857 24.11787722966225, -110.29217025799262 24.117804320704806, -110.29185391622592 24.117781602189407, -110.29139773504151 24.117774244983984, -110.29098478606333 24.11775514709283, -110.29326482671863 24.116080254818574, -110.29333516674595 24.116936027773114, -110.29253939330631 24.116937499949188, -110.29253853199465 24.116965379052804, -110.29253772738059 24.11699142294112, -110.29335510874051 24.11700813900907, -110.29357354311928 24.118393170700127))"
03,003,M03.01,030030001341A034,La Paz,alto,Bajo,Intermedio,32,495.0,1.0,0.0,0.0,0.0,1.0,27.0,1199.0,0.0,0.0,"POLYGON ((-110.29423112430048 24.11626510139421, -110.29385484712414 24.115567381771406, -110.29515151015394 24.114531102548092, -110.29548683129156 24.115414640406218, -110.29423112430048 24.11626510139421))"
03,003,M03.01,030030001341A030,La Paz,alto,Bajo,Intermedio,58,642.0,3.0,0.0,0.0,0.0,1.0,33.0,673.0,0.0,0.0,"POLYGON ((-110.29794558880283 24.11229800872912, -110.2987664928516 24.111641897838034, -110.29966431083088 24.112585173185185, -110.29873642138695 24.113213667094122, -110.29794558880283 24.11229800872912))"
03,003,M03.01,030030001341A031,La Paz,alto,Bajo,Intermedio,58,642.0,3.0,0.0,0.0,0.0,1.0,33.0,673.0,0.0,0.0,"POLYGON ((-110.29879178102594 24.11327782792848, -110.29972314202487 24.11264698239913, -110.30064316633779 24.113613567567462, -110.29965971354912 24.11428373540507, -110.29879178102594 24.11327782792848))"
03,003,M03.01,030030001341A002,La Paz,alto,Bajo,Intermedio,67,634.0,3.0,0.0,0.0,0.0,1.0,31.0,673.0,0.0,0.0,"POLYGON ((-110.29703287192407 24.114469169704687, -110.29874378524369 24.11331033693409, -110.29961182460003 24.114316368688055, -110.29882643161983 24.114851559631468, -110.29778133047951 24.11540887126651, -110.29703287192407 24.114469169704687))"
03,003,M03.01,030030001341A035,La Paz,alto,Bajo,Intermedio,26,495.0,1.0,0.0,0.0,0.0,1.0,27.0,1199.0,0.0,0.0,"POLYGON ((-110.29697829425123 24.114506135486398, -110.2977224396322 24.115440275094404, -110.29593250187267 24.116394749605544, -110.29557614642464 24.115455804312138, -110.29697829425123 24.114506135486398))"
03,003,M03.01,030030001341A003,La Paz,alto,Bajo,Intermedio,16,390.0,1.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,"POLYGON ((-110.29624866206252 24.113654248407652, -110.29695995081079 24.113085768930354, -110.29741252238966 24.113507435961782, -110.29752911226082 24.113706821385044, -110.29759626395233 24.113985921567572, -110.29698030088059 24.114403119788083, -110.2966829530395 24.114029532303533, -110.29624866206252 24.113654248407652))"
03,003,M03.01,030030001341A033,La Paz,alto,Bajo,Intermedio,34,741.0,1.0,0.0,0.0,0.0,1.0,24.0,1199.0,0.0,0.0,"POLYGON ((-110.29590319280811 24.11651169424149, -110.29643136597817 24.11790332832441, -110.29589725184682 24.118125972546835, -110.2954201972095 24.118216075843883, -110.2949944786128 24.11754234120798, -110.29485695163588 24.11742553606896, -110.29470797252202 24.117149018130732, -110.29590319280811 24.11651169424149))"
03,003,M03.01,030030001341A010,La Paz,alto,Bajo,Intermedio,42,495.0,1.0,0.0,0.0,0.0,1.0,27.0,1199.0,0.0,0.0,"POLYGON ((-110.29587121245947 24.116427431218195, -110.29466541992143 24.117070392562955, -110.29427135348172 24.116339510497852, -110.29551752291901 24.1154955091698, -110.29587121245947 24.116427431218195))"
03,003,M03.01,030030001341A009,La Paz,alto,Bajo,Intermedio,80,634.0,3.0,0.0,0.0,0.0,1.0,31.0,673.0,0.0,0.0,"POLYGON ((-110.2964964135116 24.117880546782708, -110.29596448225426 24.116479012617116, -110.29708239005815 24.11588289868796, -110.29751409571053 24.11650199140212, -110.29754233702307 24.116484254244746, -110.29757317521825 24.116464886085016, -110.29715874654711 24.115842181793592, -110.29761374551732 24.11559955345916, -110.29797047138466 24.116066790075166, -110.29799669733292 24.11604878594928, -110.29802265880278 24.116030963378336, -110.29765748730338 24.11557622801752, -110.29889590475175 24.11491582927619, -110.30070760541483 24.113681267053444, -110.30112749648359 24.114122400872372, -110.2964964135116 24.117880546782708))"
03,003,M03.01,0300300013161017,La Paz,s/p,S/P,S/P,0,1062.0,0.0,0.0,1.0,0.0,1.0,17.0,2410.0,0.0,0.0,"POLYGON ((-110.30739516974486 24.104128565472067, -110.30719983946015 24.103175630882543, -110.31006733609861 24.102512375567958, -110.31201546345835 24.10189097565869, -110.31172361041278 24.103437658324292, -110.30739516974486 24.104128565472067))"
03,003,M03.01,0300300013161018,La Paz,bajo,Alto,Alto,11,1271.0,0.0,0.0,1.0,0.0,1.0,35.0,2410.0,0.0,0.0,"POLYGON ((-110.31189978206213 24.100209509449265, -110.31195479177896 24.10036560416085, -110.31149349412371 24.10047881085938, -110.31144891304884 24.100315380061186, -110.31189978206213 24.100209509449265))"
03,003,M03.01,0300300013161039,La Paz,bajo,Alto,Alto,12,1271.0,0.0,0.0,1.0,0.0,1.0,35.0,2410.0,0.0,0.0,"POLYGON ((-110.31200001522252 24.100453073327355, -110.31202442877603 24.10061837547203, -110.31204128781606 24.10068768934791, -110.312075541157 24.100827267888317, -110.3120903315727 24.100982781198862, -110.3120991083849 24.10113734912105, -110.31210633014719 24.10128801181038, -110.31211817654516 24.101401060328097, -110.3114806867631 24.10126770349939, -110.31120881121902 24.10095641874692, -110.31026926982649 24.101119514797595, -110.31019544800868 24.100878030338418, -110.31200001522252 24.100453073327355))"
03,003,M03.01,0300300013161011,La Paz,bajo,Alto,Alto,47,936.0,3.0,0.0,0.0,0.0,1.0,35.0,22200.0,0.0,0.0,"POLYGON ((-110.30606147021491 24.108379461083484, -110.30608361777057 24.108389776570274, -110.30609150352723 24.108405106530135, -110.30608989512987 24.108421614607312, -110.30525463215756 24.110646891527594, -110.30523604590742 24.11066616407936, -110.3052218362068 24.110675806452996, -110.30520790519225 24.11067681539118, -110.30518923284104 24.110667587860227, -110.30517560610859 24.11064088812477, -110.3048381509413 24.10918218089129, -110.30600768850256 24.108389909122113, -110.30603676863079 24.10838369447754, -110.30606147021491 24.108379461083484))"
03,003,M03.01,0300300013161016,La Paz,bajo,Alto,Alto,15,936.0,3.0,0.0,0.0,0.0,1.0,35.0,22200.0,0.0,0.0,"POLYGON ((-110.3043582236888 24.110480412331032, -110.30367137627027 24.109972562043236, -110.30478447447246 24.10921854211469, -110.30494983181411 24.10993554567069, -110.3043582236888 24.110480412331032))"
03,003,M03.01,0300300013161015,La Paz,bajo,Alto,Alto,6,936.0,3.0,0.0,0.0,0.0,1.0,35.0,22200.0,0.0,0.0,"POLYGON ((-110.3051088082768 24.11103538141203, -110.30476424909563 24.110780621438007, -110.30445067634908 24.110548770659765, -110.30444778206152 24.110521755068497, -110.30444862247853 24.11050732998084, -110.3044614128495 24.11048543388216, -110.30497200287465 24.11003168069414, -110.30516745131483 24.110879150612224, -110.3051088082768 24.11103538141203))"
03,003,M03.01,0300300013161042,La Paz,bajo,Alto,Alto,28,675.0,1.0,0.0,0.0,0.0,1.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30247732084311 24.108554591204822, -110.30167561944636 24.107766609682898, -110.30289404523084 24.107516481925828, -110.30317038200174 24.108000663266026, -110.30247732084311 24.108554591204822))"
03,003,M03.01,0300300013161041,La Paz,bajo,Alto,Alto,38,771.0,1.0,0.0,0.0,0.0,2.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30323971630581 24.107945238505906, -110.30297845892706 24.107494459611605, -110.30422536511395 24.107157317500764, -110.30323971630581 24.107945238505906))"
03,003,M03.01,0300300013161043,La Paz,bajo,Alto,Alto,30,675.0,1.0,0.0,0.0,0.0,1.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.3021295832505 24.10883254523299, -110.30121626749352 24.10815721394947, -110.30160618438306 24.107795295453876, -110.30242783396186 24.108594147241895, -110.3021295832505 24.10883254523299))"
03,003,M03.01,0300300013161040,La Paz,bajo,Alto,Alto,7,948.0,0.0,0.0,1.0,0.0,2.0,16.0,2410.0,0.0,0.0,"POLYGON ((-110.30882013017366 24.105991983668115, -110.30877820537819 24.10618999129962, -110.30823083549791 24.10609289080858, -110.30827276109548 24.10589488334314, -110.30882013017366 24.105991983668115))"
03,003,M03.01,0300300013161014,La Paz,bajo,Alto,Alto,105,948.0,0.0,0.0,1.0,0.0,2.0,16.0,2410.0,0.0,0.0,"POLYGON ((-110.3082875955326 24.105824822660516, -110.30866867052474 24.104025037623135, -110.30925645439945 24.10393121789459, -110.308834964327 24.10592192292671, -110.3082875955326 24.105824822660516))"
03,003,M03.01,0300300013161047,La Paz,bajo,Alto,Alto,53,936.0,3.0,0.0,0.0,0.0,1.0,35.0,22200.0,0.0,0.0,"POLYGON ((-110.30369926088231 24.10837451420311, -110.30398003517527 24.108773748372563, -110.3041772862068 24.109528196801072, -110.30359962260346 24.10991950746699, -110.30252013316766 24.109121325002445, -110.30369926088231 24.10837451420311))"
03,003,M03.01,0300300013161012,La Paz,bajo,Alto,Alto,41,771.0,1.0,0.0,0.0,0.0,2.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30620968696812 24.108102462603966, -110.30618505214836 24.108168095366164, -110.30604799988262 24.10826093913943, -110.30481787098583 24.109094257754276, -110.30437203948298 24.10716133926849, -110.30658032891748 24.106469662869735, -110.30620968696812 24.108102462603966))"
03,003,M03.01,0300300013161048,La Paz,bajo,Alto,Alto,19,771.0,1.0,0.0,0.0,0.0,2.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.3033852055875 24.107950161844283, -110.30365168391472 24.1083331882456, -110.3024680783225 24.109082834826697, -110.30220839502051 24.10889082028368, -110.3033852055875 24.107950161844283))"
03,003,M03.01,0300300013161046,La Paz,bajo,Alto,Alto,50,771.0,1.0,0.0,0.0,0.0,2.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30431969576213 24.107203180468314, -110.30446194249693 24.107819993644178, -110.30373078899451 24.10828308572734, -110.30345293698254 24.10789602148938, -110.30431969576213 24.107203180468314))"
03,003,M03.01,0300300013161045,La Paz,bajo,Alto,Alto,68,771.0,1.0,0.0,0.0,0.0,2.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30476419711604 24.109130617232506, -110.30422639527714 24.10949492998882, -110.30403830896537 24.108722295279186, -110.30375750300861 24.108337625577345, -110.30447632197729 24.10788234591967, -110.304679944025 24.10876528517281, -110.30449906889743 24.108699978383605, -110.30439483013105 24.108477880994112, -110.30436306013141 24.108482752792476, -110.30432870738963 24.108488020635757, -110.30445496346282 24.10874583049762, -110.30469568199156 24.108833527139126, -110.30476419711604 24.109130617232506))"
03,003,M03.01,0300300013301007,La Paz,alto,Bajo,Intermedio,33,416.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.2959194420774 24.110256950783526, -110.2963914775122 24.110751599087646, -110.29578376631945 24.11120928873096, -110.29530620116317 24.110675219170975, -110.2959194420774 24.110256950783526))"
03,003,M03.01,0300300013301013,La Paz,alto,Bajo,Intermedio,41,416.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.29532147454486 24.109616470191977, -110.29481128564494 24.11011034057189, -110.2947578030483 24.10918571653847, -110.29473967077534 24.109063957088594, -110.29478298041936 24.108942304768746, -110.29532147454486 24.109616470191977))"
03,003,M03.01,0300300013301008,La Paz,alto,Bajo,Intermedio,18,416.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.29529136814067 24.111580127662656, -110.29472308734138 24.11200811121314, -110.29466545172357 24.111969727166528, -110.29468146451107 24.111112467198094, -110.29473398368131 24.111091891556253, -110.29529136814067 24.111580127662656))"
03,003,M03.01,0300300013301014,La Paz,alto,Bajo,Intermedio,11,416.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.29663482020491 24.10920009462999, -110.29688379461699 24.10949920187944, -110.29610195055187 24.10992868479314, -110.2958528041431 24.109493168674316, -110.29663482020491 24.10920009462999))"
03,003,M03.01,0300300013301005,La Paz,alto,Bajo,Intermedio,42,612.0,3.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,"POLYGON ((-110.29852475550953 24.10922089123745, -110.29739999146001 24.10999203739194, -110.29671558540112 24.109169826168426, -110.29752916460171 24.108864916985034, -110.29766204264513 24.109025665268604, -110.29824136328745 24.108857718383426, -110.29852475550953 24.10922089123745))"
03,003,M03.01,0300300013301001,La Paz,alto,Bajo,Intermedio,38,675.0,1.0,0.0,0.0,0.0,1.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30011055920176 24.109127420535795, -110.30053491316214 24.108789635477475, -110.30082294820357 24.109060872914096, -110.30037339805388 24.109395618361752, -110.30011055920176 24.109127420535795))"
03,003,M03.01,0300300013301011,La Paz,alto,Bajo,Intermedio,44,612.0,3.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,"POLYGON ((-110.29909208222598 24.109833653015787, -110.29831256019676 24.10883468680628, -110.2989381531505 24.108671001527746, -110.2996461083792 24.109395718573406, -110.29909208222598 24.109833653015787))"
03,003,M03.01,0300300013301002,La Paz,alto,Bajo,Intermedio,32,612.0,3.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,"POLYGON ((-110.2997004506859 24.10945134704211, -110.30042608993736 24.11019415418555, -110.29977776633015 24.110712349001567, -110.29913949698967 24.109894414946982, -110.2997004506859 24.10945134704211))"
03,003,M03.01,0300300013301006,La Paz,alto,Bajo,Intermedio,55,416.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.29691540192252 24.10953720928165, -110.29733486178817 24.11004109024758, -110.29643707095532 24.110717260756086, -110.29542535950381 24.109653358664865, -110.29579232901537 24.10951583254957, -110.29607837049672 24.109996524976474, -110.29691540192252 24.10953720928165))"
03,003,M03.01,0300300013301015,La Paz,alto,Bajo,Intermedio,49,416.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.29536808457611 24.109674823006515, -110.29587995516759 24.110215572016873, -110.29526462038412 24.11062530739211, -110.29512527894012 24.11045733229133, -110.29509597342016 24.11047675419959, -110.29506455991645 24.110497573137824, -110.29574561276496 24.111238023382725, -110.29535495531876 24.111532238582026, -110.29470991592754 24.11095017510467, -110.29477244236071 24.1104111763254, -110.29482725982382 24.11016430643558, -110.29536808457611 24.109674823006515))"
03,003,M03.01,0300300013301009,La Paz,alto,Bajo,Intermedio,5,551.0,1.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,"POLYGON ((-110.298183145688 24.10878311104015, -110.29769193956793 24.108934207200857, -110.29742301953269 24.10853831469696, -110.29788466729607 24.108400601662225, -110.298183145688 24.10878311104015))"
03,003,M03.01,0300300013301012,La Paz,alto,Bajo,Intermedio,20,416.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.29608337988131 24.108910552196075, -110.29626520560073 24.10926279418108, -110.29539954797487 24.10958721141359, -110.2950888018097 24.109192774547736, -110.29608337988131 24.108910552196075))"
03,003,M03.01,0300300013301017,La Paz,alto,Bajo,Intermedio,44,415.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,"POLYGON ((-110.29748584188714 24.10880533252445, -110.29633089608416 24.109238175489065, -110.2961416631535 24.10889112454282, -110.29734224466165 24.108568922529564, -110.29748584188714 24.10880533252445))"
03,003,M03.01,0300300013301016,La Paz,alto,Bajo,Intermedio,198,675.0,1.0,0.0,0.0,0.0,1.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30017877379406 24.10779641165717, -110.29979013703596 24.108018061219582, -110.2989517267412 24.10854956834399, -110.29825740216268 24.108764000440626, -110.29790874692353 24.10831718802583, -110.29502048919524 24.109146484760366, -110.2947774575476 24.108842220979323, -110.30068858152917 24.10721446420636, -110.30075415097362 24.10737735620694, -110.3056944269927 24.10638764606665, -110.30578469218379 24.106620177373223, -110.30453273259386 24.106994976281356, -110.30437729570637 24.106983715282844, -110.30288064824563 24.107398358974717, -110.30158203035782 24.107713514613113, -110.3011537832841 24.1081110109187, -110.30062914383367 24.107723071690607, -110.30017877379406 24.10779641165717))"
03,003,M03.01,0300300013301004,La Paz,alto,Bajo,Intermedio,17,675.0,1.0,0.0,0.0,0.0,1.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30136186588213 24.10944619080258, -110.30060024818314 24.108728993029725, -110.30115464120294 24.108214414815667, -110.30206279546307 24.108885929894456, -110.30136186588213 24.10944619080258))"
03,003,M03.01,0300300013301003,La Paz,alto,Bajo,Intermedio,18,551.0,1.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,"POLYGON ((-110.30047918727453 24.108737159215345, -110.299708115095 24.109346704547974, -110.29900771829197 24.108629725317893, -110.29982202493325 24.10811831424004, -110.30047918727453 24.108737159215345))"
03,003,M03.01,0300300013301010,La Paz,alto,Bajo,Intermedio,28,675.0,1.0,0.0,0.0,0.0,1.0,33.0,1632.0,0.0,0.0,"POLYGON ((-110.30054452229383 24.108676516790986, -110.29990094818626 24.108070468132833, -110.30022925260445 24.107888972013885, -110.30061161332533 24.1078128786969, -110.30109215698911 24.10816821175995, -110.30054452229383 24.108676516790986))"
03,003,M03.01,0300300013301018,La Paz,alto,Bajo,Intermedio,16,629.0,3.0,0.0,0.0,0.0,1.0,36.0,1632.0,0.0,0.0,"POLYGON ((-110.29976247829019 24.109402354370566, -110.3000622012957 24.109165616443402, -110.30035763210957 24.109467993878088, -110.3008600942316 24.109095852541643, -110.30129169437743 24.109502279221942, -110.30048015312208 24.11014514374894, -110.29976247829019 24.109402354370566))"
03,003,M03.01,0300300013922001,La Paz,alto,Bajo,Bajo,55,194.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,"POLYGON ((-110.284950735678 24.115509734953193, -110.28508258852176 24.11528789260797, -110.28899208515305 24.11690906848422, -110.2896019855661 24.117263788196304, -110.29025006753265 24.117636331685375, -110.2904444335536 24.117706803529142, -110.2907433049999 24.11779203210147, -110.29098363192303 24.11782844597182, -110.29140302457462 24.117848396632876, -110.29185619326859 24.117856765449464, -110.29215382812805 24.117856321586043, -110.29235641556971 24.11791841029886, -110.29285380389923 24.118222535444588, -110.29255678739693 24.118216915611892, -110.29099421993564 24.118118679093268, -110.29013267581337 24.117727150984027, -110.2888900614121 24.117072145131505, -110.284950735678 24.115509734953193))"
03,003,M03.01,0300300013922002,La Paz,alto,Bajo,Bajo,57,194.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,"POLYGON ((-110.29109188411584 24.117554482015766, -110.29087318059378 24.117759114835028, -110.29076474503564 24.11774145158391, -110.29045851675413 24.117649948897093, -110.29027788529947 24.117585865330298, -110.28901103533889 24.116827791605065, -110.28554965009363 24.11541348212431, -110.28566981685326 24.115146132825945, -110.28817098353036 24.11616330914894, -110.28912359876092 24.116629914337665, -110.29049296480572 24.11738186958182, -110.29109188411584 24.117554482015766))"
03,003,M03.01,0300300013161019,La Paz,bajo,Alto,Alto,31,774.0,0.0,0.0,1.0,0.0,1.0,8.0,1553.0,0.0,0.0,"POLYGON ((-110.309663266406 24.099773370790125, -110.30946683521364 24.099041031405637, -110.30981898073105 24.098835885860044, -110.31017800345572 24.098332357920015, -110.31030795351205 24.09766502779708, -110.31110118601254 24.09746736862733, -110.31163708442031 24.099297961595347, -110.31188829507046 24.100148635879204, -110.30991273945106 24.10066535443065, -110.309663266406 24.099773370790125))"
03,003,M03.01,0300300014210001,La Paz,muy bajo,Muy Alto,Muy Alto,7,1878.0,1.0,2.0,4.0,203.0,45.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.3230429059723 24.108020980485385, -110.32333188417059 24.10724973931673, -110.3235680631321 24.107318622509112, -110.32357749521543 24.10729511081463, -110.3235869611203 24.107271514802385, -110.32335200519353 24.10720096246935, -110.32361187241023 24.106563476982764, -110.32866975648555 24.11202645896208, -110.32764677421055 24.112541755202805, -110.32406414350501 24.108703419872867, -110.3238521623679 24.108528243673195, -110.32355281872717 24.108307477957485, -110.3230429059723 24.108020980485385))"
03,003,M03.01,0300300013655011,La Paz,bajo,Alto,Muy Alto,197,1509.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,"POLYGON ((-110.33001246455491 24.112579865426024, -110.3318229671508 24.1145117459543, -110.33152381947073 24.114785666062854, -110.32966908725903 24.11281505984279, -110.33001246455491 24.112579865426024))"
03,003,M03.01,0300300013918004,La Paz,bajo,Alto,Muy Alto,20,2266.0,4.0,0.0,2.0,203.0,42.0,62.0,0.0,0.0,0.0,"POLYGON ((-110.32915939793986 24.114208422829222, -110.32799668764586 24.112967721779, -110.32888514020577 24.112189347459587, -110.33009189256262 24.113471521251846, -110.32915939793986 24.114208422829222))"
03,003,M03.01,0300300013918002,La Paz,bajo,Alto,Muy Alto,51,2266.0,4.0,0.0,2.0,203.0,42.0,62.0,0.0,0.0,0.0,"POLYGON ((-110.32952475780972 24.114598283141596, -110.32922356543123 24.114276893520362, -110.33015621845146 24.113539866504162, -110.33039917503321 24.11379800318913, -110.32952475780972 24.114598283141596))"
03,003,M03.01,0300300013655006,La Paz,bajo,Alto,Muy Alto,93,2261.0,1.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.33163328107666 24.116644772286215, -110.33132384084999 24.11639676889484, -110.332141135169 24.115648761094004, -110.33240974045798 24.11593413625964, -110.33163328107666 24.116644772286215))"
03,003,M03.01,0300300013655009,La Paz,bajo,Alto,Muy Alto,114,2261.0,1.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.33060650760397 24.115752554576975, -110.33148346731677 24.114950025707927, -110.33174497575756 24.11522786506387, -110.33086745466952 24.11603099161033, -110.33060650760397 24.115752554576975))"
03,003,M03.01,0300300013655008,La Paz,bajo,Alto,Muy Alto,101,2261.0,1.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.33094175135508 24.116090537992566, -110.331809467897 24.11529638441634, -110.33207664267765 24.115580241876955, -110.33124954380972 24.116337222693073, -110.33094175135508 24.116090537992566))"
03,003,M03.01,0300300013655010,La Paz,bajo,Alto,Muy Alto,96,2261.0,1.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.33113604907525 24.11458090905995, -110.33141895718123 24.114881486734834, -110.33054216334237 24.115683897392792, -110.33025993236781 24.11538274762561, -110.33113604907525 24.11458090905995))"
03,003,M03.01,0300300013918003,La Paz,bajo,Alto,Muy Alto,109,2261.0,1.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,"POLYGON ((-110.32991755877097 24.115017421133235, -110.33079288402439 24.11421630841932, -110.33107155765036 24.114512389432605, -110.33019558968154 24.115314091588083, -110.32991755877097 24.115017421133235))"
