latitud,longitud,fecha,t_mean_2m_12h,relative_humidity_mean_2m_12h,precip_12h,air_quality
24.108736,-110.354364,2025-06-05T00:00:00Z,25.4,58.2,0.0,1.0
24.108736,-110.354364,2025-06-05T12:00:00Z,20.3,78.2,0.0,0.0
24.108736,-110.354364,2025-06-06T00:00:00Z,24.9,59.4,0.0,1.0
24.108736,-110.354364,2025-06-06T12:00:00Z,22.0,73.1,0.0,0.0
24.108736,-110.354364,2025-06-07T00:00:00Z,26.0,56.3,0.0,1.0
24.108736,-110.354364,2025-06-07T12:00:00Z,23.5,69.1,0.0,0.0
24.108736,-110.354364,2025-06-08T00:00:00Z,26.7,58.2,0.0,1.0
24.108736,-110.354364,2025-06-08T12:00:00Z,23.6,73.2,0.0,0.0
24.108736,-110.354364,2025-06-09T00:00:00Z,27.1,57.5,0.0,1.0
24.108736,-110.354364,2025-06-09T12:00:00Z,23.0,71.7,0.0,0.0
24.108736,-110.354364,2025-06-10T00:00:00Z,26.9,55.0,0.0,1.0
24.108736,-110.354364,2025-06-10T12:00:00Z,22.2,73.2,0.0,0.0
24.108736,-110.354364,2025-06-11T00:00:00Z,27.3,48.8,0.0,1.0
24.108736,-110.354364,2025-06-11T12:00:00Z,22.5,66.7,0.0,0.0
24.108736,-110.354364,2025-06-12T00:00:00Z,26.8,57.7,0.0,1.0
24.108736,-110.354364,2025-06-12T12:00:00Z,23.0,65.9,0.0,0.0
24.108736,-110.354364,2025-06-13T00:00:00Z,26.5,61.6,0.0,1.0
24.108736,-110.354364,2025-06-13T12:00:00Z,22.0,73.3,0.0,0.0
24.108736,-110.354364,2025-06-14T00:00:00Z,25.2,66.9,0.0,1.0
24.108736,-110.354364,2025-06-14T12:00:00Z,22.1,81.2,0.0,0.0
24.108736,-110.354364,2025-06-15T00:00:00Z,25.3,66.9,0.0,1.0
24.108736,-110.354364,2025-06-15T12:00:00Z,23.5,74.8,0.0,1.0
24.108736,-110.354364,2025-06-16T00:00:00Z,27.2,59.4,0.0,1.0
24.108736,-110.354364,2025-06-16T12:00:00Z,24.1,69.1,0.0,0.0
24.108736,-110.354364,2025-06-17T00:00:00Z,28.0,65.4,0.0,1.0
24.108736,-110.354364,2025-06-17T12:00:00Z,25.6,80.6,0.0,0.0
24.108736,-110.354364,2025-06-18T00:00:00Z,28.0,68.0,0.0,0.0
24.108736,-110.354364,2025-06-18T12:00:00Z,24.2,79.9,0.0,0.0
24.108736,-110.354364,2025-06-19T00:00:00Z,28.0,64.4,0.0,1.0
24.108736,-110.354364,2025-06-19T12:00:00Z,23.5,77.1,0.0,1.0
24.108736,-110.354364,2025-06-20T00:00:00Z,26.1,66.5,0.0,1.0
24.108736,-110.354364,2025-06-20T12:00:00Z,23.4,75.5,0.0,1.0
24.108736,-110.354364,2025-06-21T00:00:00Z,27.3,60.6,0.0,1.0
24.108736,-110.354364,2025-06-21T12:00:00Z,23.1,79.4,0.0,1.0
24.108736,-110.354364,2025-06-22T00:00:00Z,26.2,68.7,0.0,1.0
24.108736,-110.354364,2025-06-22T12:00:00Z,23.0,78.4,0.0,1.0
24.108736,-110.354364,2025-06-23T00:00:00Z,25.8,68.2,0.0,1.0
24.108736,-110.354364,2025-06-23T12:00:00Z,22.3,78.6,0.0,1.0
24.108736,-110.354364,2025-06-24T00:00:00Z,25.7,65.0,0.0,1.0
24.108736,-110.354364,2025-06-24T12:00:00Z,22.8,75.1,0.0,0.0
24.108736,-110.354364,2025-06-25T00:00:00Z,26.6,61.8,0.0,1.0
24.108736,-110.354364,2025-06-25T12:00:00Z,23.0,74.3,0.0,0.0
24.108736,-110.354364,2025-06-26T00:00:00Z,27.0,66.4,0.0,1.0
24.108736,-110.354364,2025-06-26T12:00:00Z,24.6,66.5,0.0,0.0
24.108736,-110.354364,2025-06-27T00:00:00Z,26.8,66.2,0.0,1.0
24.108736,-110.354364,2025-06-27T12:00:00Z,25.2,62.0,0.0,0.0
24.108736,-110.354364,2025-06-28T00:00:00Z,28.4,55.8,0.0,1.0
24.108736,-110.354364,2025-06-28T12:00:00Z,25.7,57.0,0.0,1.0
24.108736,-110.354364,2025-06-29T00:00:00Z,28.8,55.5,0.0,1.0
24.108736,-110.354364,2025-06-29T12:00:00Z,25.3,69.2,0.0,0.0
24.108736,-110.354364,2025-06-30T00:00:00Z,29.4,52.3,0.0,1.0
24.108736,-110.354364,2025-06-30T12:00:00Z,25.9,69.8,0.0,0.0
24.108736,-110.354364,2025-07-01T00:00:00Z,28.8,59.0,0.0,1.0
24.108736,-110.354364,2025-07-01T12:00:00Z,25.6,69.6,0.0,0.0
24.108736,-110.354364,2025-07-02T00:00:00Z,27.4,66.9,0.0,1.0
24.108736,-110.354364,2025-07-02T12:00:00Z,24.7,75.6,0.0,1.0
24.108736,-110.354364,2025-07-03T00:00:00Z,26.6,76.9,2.85,1.0
24.108736,-110.354364,2025-07-03T12:00:00Z,26.1,84.0,0.0,0.0
24.108736,-110.354364,2025-07-04T00:00:00Z,28.2,75.9,0.0,1.0
24.108736,-110.354364,2025-07-04T12:00:00Z,26.3,81.4,0.0,0.0
24.108736,-110.354364,2025-07-05T00:00:00Z,27.0,76.9,0.0,1.0
24.108736,-110.354364,2025-07-05T12:00:00Z,25.9,74.5,0.0,0.0
24.108736,-110.354364,2025-07-06T00:00:00Z,27.4,68.0,0.0,0.0
24.108736,-110.354364,2025-07-06T12:00:00Z,25.4,74.1,0.0,0.0
24.108736,-110.354364,2025-07-07T00:00:00Z,26.9,73.8,0.0,1.0
24.108736,-110.354364,2025-07-07T12:00:00Z,25.4,73.2,0.0,0.0
24.108736,-110.354364,2025-07-08T00:00:00Z,28.6,62.6,0.0,1.0
24.108736,-110.354364,2025-07-08T12:00:00Z,26.7,73.0,0.0,0.0
24.108736,-110.354364,2025-07-09T00:00:00Z,28.9,65.1,0.0,0.0
24.108736,-110.354364,2025-07-09T12:00:00Z,26.0,73.9,0.0,1.0
24.108736,-110.354364,2025-07-10T00:00:00Z,29.0,57.2,0.0,1.0
24.108736,-110.354364,2025-07-10T12:00:00Z,25.3,72.9,0.0,0.0
24.108736,-110.354364,2025-07-11T00:00:00Z,28.6,57.2,0.0,1.0
24.108736,-110.354364,2025-07-11T12:00:00Z,24.9,72.3,0.0,1.0
24.108736,-110.354364,2025-07-12T00:00:00Z,28.3,61.8,0.0,1.0
24.108736,-110.354364,2025-07-12T12:00:00Z,26.0,73.1,0.0,0.0
24.108736,-110.354364,2025-07-13T00:00:00Z,29.0,60.1,0.0,1.0
24.108736,-110.354364,2025-07-13T12:00:00Z,26.7,65.5,0.0,0.0
24.108736,-110.354364,2025-07-14T00:00:00Z,29.2,56.0,0.0,1.0
24.108736,-110.354364,2025-07-14T12:00:00Z,26.4,67.6,0.0,0.0
24.108736,-110.354364,2025-07-15T00:00:00Z,29.4,53.6,0.0,1.0
24.108736,-110.354364,2025-07-15T12:00:00Z,26.3,72.1,0.0,0.0
24.108736,-110.354364,2025-07-16T00:00:00Z,29.2,60.6,0.0,1.0
24.108736,-110.354364,2025-07-16T12:00:00Z,26.2,72.1,0.0,0.0
24.108736,-110.354364,2025-07-17T00:00:00Z,29.1,59.0,0.0,1.0
24.108736,-110.354364,2025-07-17T12:00:00Z,26.0,75.8,0.0,0.0
24.108736,-110.354364,2025-07-18T00:00:00Z,29.2,57.7,0.0,1.0
24.108736,-110.354364,2025-07-18T12:00:00Z,26.4,70.4,0.0,0.0
24.108736,-110.354364,2025-07-19T00:00:00Z,29.4,54.4,0.0,1.0
24.108736,-110.354364,2025-07-19T12:00:00Z,25.9,75.1,0.0,0.0
24.108736,-110.354364,2025-07-20T00:00:00Z,29.0,56.4,0.0,1.0
24.108736,-110.354364,2025-07-20T12:00:00Z,26.8,71.1,0.15,0.0
24.108736,-110.354364,2025-07-21T00:00:00Z,29.6,55.0,0.0,1.0
24.108736,-110.354364,2025-07-21T12:00:00Z,25.9,70.9,0.0,0.0
24.108736,-110.354364,2025-07-22T00:00:00Z,29.5,54.7,0.0,1.0
24.108736,-110.354364,2025-07-22T12:00:00Z,25.7,67.1,0.0,0.0
24.108736,-110.354364,2025-07-23T00:00:00Z,28.6,53.8,0.0,1.0
24.108736,-110.354364,2025-07-23T12:00:00Z,25.4,72.1,0.0,0.0
24.108736,-110.354364,2025-07-24T00:00:00Z,29.3,52.1,0.0,1.0
24.108736,-110.354364,2025-07-24T12:00:00Z,25.6,70.9,0.0,0.0
24.108736,-110.354364,2025-07-25T00:00:00Z,29.2,53.7,0.0,1.0
24.108736,-110.354364,2025-07-25T12:00:00Z,25.8,71.9,0.0,0.0
24.108736,-110.354364,2025-07-26T00:00:00Z,30.3,50.5,0.0,1.0
24.108736,-110.354364,2025-07-26T12:00:00Z,26.5,70.8,0.0,0.0
24.108736,-110.354364,2025-07-27T00:00:00Z,30.3,54.0,0.0,1.0
24.108736,-110.354364,2025-07-27T12:00:00Z,26.5,72.1,0.0,0.0
24.108736,-110.354364,2025-07-28T00:00:00Z,29.5,62.1,0.0,1.0
24.108736,-110.354364,2025-07-28T12:00:00Z,27.4,68.6,0.0,0.0
24.108736,-110.354364,2025-07-29T00:00:00Z,30.5,60.0,0.0,1.0
24.108736,-110.354364,2025-07-29T12:00:00Z,27.9,75.6,0.0,0.0
24.108736,-110.354364,2025-07-30T00:00:00Z,29.5,71.8,0.0,1.0
24.108736,-110.354364,2025-07-30T12:00:00Z,28.4,68.2,0.0,0.0
24.108736,-110.354364,2025-07-31T00:00:00Z,31.1,56.4,0.0,1.0
24.108736,-110.354364,2025-07-31T12:00:00Z,28.8,64.1,0.0,0.0
24.108736,-110.354364,2025-08-01T00:00:00Z,31.0,56.7,0.0,1.0
24.108736,-110.354364,2025-08-01T12:00:00Z,28.0,67.1,0.0,0.0
24.108736,-110.354364,2025-08-02T00:00:00Z,30.9,52.9,0.0,1.0
24.108736,-110.354364,2025-08-02T12:00:00Z,28.4,63.8,0.0,0.0
24.108736,-110.354364,2025-08-03T00:00:00Z,31.0,50.3,0.0,1.0
24.108736,-110.354364,2025-08-03T12:00:00Z,27.6,69.6,0.0,0.0
24.108736,-110.354364,2025-08-04T00:00:00Z,30.9,59.3,0.0,1.0
24.108736,-110.354364,2025-08-04T12:00:00Z,27.7,61.5,0.0,0.0
24.108736,-110.354364,2025-08-05T00:00:00Z,31.0,53.4,0.0,1.0
24.108736,-110.354364,2025-08-05T12:00:00Z,27.7,58.0,0.0,0.0
24.108736,-110.354364,2025-08-06T00:00:00Z,31.1,49.4,0.0,1.0
24.108736,-110.354364,2025-08-06T12:00:00Z,27.6,68.5,0.0,1.0
24.108736,-110.354364,2025-08-07T00:00:00Z,31.0,56.9,0.0,1.0
24.108736,-110.354364,2025-08-07T12:00:00Z,28.4,76.4,0.0,1.0
24.108736,-110.354364,2025-08-08T00:00:00Z,31.2,64.0,0.0,1.0
24.108736,-110.354364,2025-08-08T12:00:00Z,28.2,77.3,0.0,1.0
24.108736,-110.354364,2025-08-09T00:00:00Z,28.3,73.2,0.32,1.0
24.108736,-110.354364,2025-08-09T12:00:00Z,27.1,84.7,0.0,0.0
24.108736,-110.354364,2025-08-10T00:00:00Z,27.5,81.6,29.22,1.0
24.108736,-110.354364,2025-08-10T12:00:00Z,26.5,89.6,0.64,0.0
24.108736,-110.354364,2025-08-11T00:00:00Z,29.1,76.2,0.0,1.0
24.108736,-110.354364,2025-08-11T12:00:00Z,27.6,80.9,0.0,0.0
24.108736,-110.354364,2025-08-12T00:00:00Z,29.6,69.3,0.0,0.0
24.108736,-110.354364,2025-08-12T12:00:00Z,28.1,74.7,0.0,0.0
24.108736,-110.354364,2025-08-13T00:00:00Z,30.5,63.0,0.0,1.0
24.108736,-110.354364,2025-08-13T12:00:00Z,28.3,71.6,0.0,0.0
24.108736,-110.354364,2025-08-14T00:00:00Z,30.3,62.7,0.0,1.0
24.108736,-110.354364,2025-08-14T12:00:00Z,28.3,75.0,0.0,0.0
24.108736,-110.354364,2025-08-15T00:00:00Z,29.2,65.7,1.03,1.0
24.108736,-110.354364,2025-08-15T12:00:00Z,27.6,73.8,0.0,1.0
24.108736,-110.354364,2025-08-16T00:00:00Z,29.6,66.3,0.0,1.0
24.108736,-110.354364,2025-08-16T12:00:00Z,27.7,72.0,0.0,1.0
24.108736,-110.354364,2025-08-17T00:00:00Z,28.7,67.4,0.0,1.0
24.108736,-110.354364,2025-08-17T12:00:00Z,27.4,73.2,0.0,0.0
24.108736,-110.354364,2025-08-18T00:00:00Z,29.6,63.6,0.0,1.0
24.108736,-110.354364,2025-08-18T12:00:00Z,27.8,74.1,0.0,0.0
24.108736,-110.354364,2025-08-19T00:00:00Z,30.1,63.3,0.0,1.0
24.108736,-110.354364,2025-08-19T12:00:00Z,28.4,72.2,0.0,0.0
24.108736,-110.354364,2025-08-20T00:00:00Z,30.1,62.9,0.0,1.0
24.108736,-110.354364,2025-08-20T12:00:00Z,28.4,76.8,0.0,0.0
24.108736,-110.354364,2025-08-21T00:00:00Z,31.1,62.5,0.0,1.0
24.108736,-110.354364,2025-08-21T12:00:00Z,29.3,68.1,0.0,0.0
24.108736,-110.354364,2025-08-22T00:00:00Z,30.4,64.8,0.0,1.0
24.108736,-110.354364,2025-08-22T12:00:00Z,28.0,74.2,0.0,0.0
24.108736,-110.354364,2025-08-23T00:00:00Z,30.0,68.6,0.43,1.0
24.108736,-110.354364,2025-08-23T12:00:00Z,28.7,72.3,0.0,0.0
24.108736,-110.354364,2025-08-24T00:00:00Z,30.7,61.9,0.0,1.0
24.108736,-110.354364,2025-08-24T12:00:00Z,28.3,71.6,0.0,0.0
24.108736,-110.354364,2025-08-25T00:00:00Z,30.0,65.1,0.0,1.0
24.108736,-110.354364,2025-08-25T12:00:00Z,28.7,75.3,0.0,0.0
24.108736,-110.354364,2025-08-26T00:00:00Z,30.2,68.9,0.0,1.0
24.108736,-110.354364,2025-08-26T12:00:00Z,27.9,82.9,0.0,0.0
24.108736,-110.354364,2025-08-27T00:00:00Z,27.7,79.6,0.26,1.0
24.108736,-110.354364,2025-08-27T12:00:00Z,25.7,86.3,0.0,0.0
24.108736,-110.354364,2025-08-28T00:00:00Z,27.2,78.3,0.0,0.0
24.108736,-110.354364,2025-08-28T12:00:00Z,26.6,85.2,0.03,0.0
24.108736,-110.354364,2025-08-29T00:00:00Z,27.0,81.7,1.7,1.0
24.108736,-110.354364,2025-08-29T12:00:00Z,24.8,88.4,10.84,0.0
24.108736,-110.354364,2025-08-30T00:00:00Z,28.9,73.9,0.18,0.0
24.108736,-110.354364,2025-08-30T12:00:00Z,28.4,82.4,0.0,0.0
24.108736,-110.354364,2025-08-31T00:00:00Z,30.4,70.5,0.0,1.0
24.108736,-110.354364,2025-08-31T12:00:00Z,28.8,78.3,0.0,0.0
24.108736,-110.354364,2025-09-01T00:00:00Z,30.6,69.5,0.46,1.0
24.108736,-110.354364,2025-09-01T12:00:00Z,27.9,79.7,0.0,0.0
24.108736,-110.354364,2025-09-02T00:00:00Z,30.4,69.5,0.0,1.0
24.108736,-110.354364,2025-09-02T12:00:00Z,29.2,78.0,0.0,0.0
24.108736,-110.354364,2025-09-03T00:00:00Z,29.7,69.9,0.07,1.0
24.108736,-110.354364,2025-09-03T12:00:00Z,28.1,75.9,2.68,0.0
24.108736,-110.354364,2025-09-04T00:00:00Z,26.5,84.1,42.31,0.0
24.108736,-110.354364,2025-09-04T12:00:00Z,28.4,75.7,1.23,0.0
24.108736,-110.354364,2025-09-05T00:00:00Z,27.0,80.3,17.05,0.0
24.108736,-110.354364,2025-09-05T12:00:00Z,27.5,82.7,0.51,0.0
24.108736,-110.354364,2025-09-06T00:00:00Z,27.6,82.7,37.65,0.0
24.108736,-110.354364,2025-09-06T12:00:00Z,27.5,81.9,0.0,0.0
24.108736,-110.354364,2025-09-07T00:00:00Z,28.4,77.7,0.0,0.0
24.108736,-110.354364,2025-09-07T12:00:00Z,27.5,84.3,0.0,0.0
24.108736,-110.354364,2025-09-08T00:00:00Z,28.4,82.4,0.0,1.0
24.108736,-110.354364,2025-09-08T12:00:00Z,28.6,82.6,0.0,0.0
24.108736,-110.354364,2025-09-09T00:00:00Z,29.7,70.7,0.0,1.0
24.108736,-110.354364,2025-09-09T12:00:00Z,28.8,77.9,0.0,0.0
24.108736,-110.354364,2025-09-10T00:00:00Z,30.7,66.8,0.0,1.0
24.108736,-110.354364,2025-09-10T12:00:00Z,29.2,76.5,0.0,0.0
24.108736,-110.354364,2025-09-11T00:00:00Z,30.6,69.9,0.0,1.0
24.108736,-110.354364,2025-09-11T12:00:00Z,28.1,81.8,0.0,0.0
24.108736,-110.354364,2025-09-12T00:00:00Z,29.1,78.0,0.25,1.0
24.108736,-110.354364,2025-09-12T12:00:00Z,27.6,84.2,0.0,0.0
24.108736,-110.354364,2025-09-13T00:00:00Z,30.4,70.8,0.0,0.0
24.108736,-110.354364,2025-09-13T12:00:00Z,28.4,76.7,0.0,0.0
24.108736,-110.354364,2025-09-14T00:00:00Z,30.4,68.2,0.03,1.0
24.108736,-110.354364,2025-09-14T12:00:00Z,28.2,78.3,0.0,0.0
24.108736,-110.354364,2025-09-15T00:00:00Z,29.3,72.4,0.16,1.0
24.108736,-110.354364,2025-09-15T12:00:00Z,28.4,77.8,0.0,0.0
24.108736,-110.354364,2025-09-16T00:00:00Z,28.3,78.5,39.99,0.0
24.108736,-110.354364,2025-09-16T12:00:00Z,27.8,84.6,0.0,0.0
24.108736,-110.354364,2025-09-17T00:00:00Z,29.1,76.9,4.04,0.0
24.108736,-110.354364,2025-09-17T12:00:00Z,26.7,86.4,0.0,0.0
24.108736,-110.354364,2025-09-18T00:00:00Z,29.3,74.7,11.3,1.0
24.108736,-110.354364,2025-09-18T12:00:00Z,28.4,81.7,0.0,0.0
24.108736,-110.354364,2025-09-19T00:00:00Z,29.8,72.2,0.0,1.0
24.108736,-110.354364,2025-09-19T12:00:00Z,28.3,78.8,0.0,0.0
24.108736,-110.354364,2025-09-20T00:00:00Z,30.8,70.5,0.0,1.0
24.108736,-110.354364,2025-09-20T12:00:00Z,28.9,83.5,0.0,0.0
24.108736,-110.354364,2025-09-21T00:00:00Z,30.0,75.0,0.0,1.0
24.108736,-110.354364,2025-09-21T12:00:00Z,29.0,82.3,0.0,0.0
24.108736,-110.354364,2025-09-22T00:00:00Z,31.0,70.7,0.0,1.0
24.108736,-110.354364,2025-09-22T12:00:00Z,29.4,79.4,0.0,0.0
24.108736,-110.354364,2025-09-23T00:00:00Z,31.2,65.4,0.0,1.0
24.108736,-110.354364,2025-09-23T12:00:00Z,29.5,74.7,0.0,0.0
24.108736,-110.354364,2025-09-24T00:00:00Z,30.7,69.9,0.0,1.0
24.108736,-110.354364,2025-09-24T12:00:00Z,29.7,80.4,0.0,0.0
24.108736,-110.354364,2025-09-25T00:00:00Z,31.5,69.1,0.0,1.0
24.108736,-110.354364,2025-09-25T12:00:00Z,29.9,79.7,0.0,0.0
24.108736,-110.354364,2025-09-26T00:00:00Z,29.3,81.3,16.85,0.0
24.108736,-110.354364,2025-09-26T12:00:00Z,27.5,85.0,0.0,0.0
24.108736,-110.354364,2025-09-27T00:00:00Z,28.4,79.1,18.97,1.0
24.108736,-110.354364,2025-09-27T12:00:00Z,27.3,81.7,0.0,0.0
24.108736,-110.354364,2025-09-28T00:00:00Z,29.2,64.1,0.0,0.0
24.108736,-110.354364,2025-09-28T12:00:00Z,27.8,73.9,0.0,0.0
24.108736,-110.354364,2025-09-29T00:00:00Z,28.8,65.2,0.0,0.0
24.108736,-110.354364,2025-09-29T12:00:00Z,28.1,69.2,0.0,0.0
24.108736,-110.354364,2025-09-30T00:00:00Z,28.3,63.3,0.0,1.0
24.108736,-110.354364,2025-09-30T12:00:00Z,27.5,75.0,0.0,0.0
24.108736,-110.354364,2025-10-01T00:00:00Z,30.3,47.9,0.0,1.0
24.108736,-110.354364,2025-10-01T12:00:00Z,27.3,70.2,0.0,0.0
24.108736,-110.354364,2025-10-02T00:00:00Z,29.8,51.7,0.0,1.0
24.108736,-110.354364,2025-10-02T12:00:00Z,27.7,68.3,0.0,0.0
24.108736,-110.354364,2025-10-03T00:00:00Z,30.3,55.1,0.0,1.0
24.108736,-110.354364,2025-10-03T12:00:00Z,28.7,68.0,0.0,0.0
24.108736,-110.354364,2025-10-04T00:00:00Z,31.0,54.2,0.0,1.0
24.108736,-110.354364,2025-10-04T12:00:00Z,28.5,66.3,0.0,0.0
24.108736,-110.354364,2025-10-05T00:00:00Z,31.0,54.9,0.0,1.0
24.116508,-110.365982,2023-10-05T00:00:00Z,31.3,62.6,0.0,1.0
24.116508,-110.365982,2023-10-05T12:00:00Z,30.0,69.4,0.0,0.0
24.116508,-110.365982,2023-10-06T00:00:00Z,32.0,61.1,0.11,1.0
24.116508,-110.365982,2023-10-06T12:00:00Z,29.7,68.1,0.0,0.0
24.116508,-110.365982,2023-10-07T00:00:00Z,29.8,65.5,1.38,1.0
24.116508,-110.365982,2023-10-07T12:00:00Z,29.6,69.2,0.0,1.0
24.116508,-110.365982,2023-10-08T00:00:00Z,31.6,63.7,2.29,1.0
24.116508,-110.365982,2023-10-08T12:00:00Z,28.3,80.5,0.18,1.0
24.116508,-110.365982,2023-10-09T00:00:00Z,28.0,80.0,11.76,1.0
24.116508,-110.365982,2023-10-09T12:00:00Z,27.4,84.8,0.17,0.0
24.116508,-110.365982,2023-10-10T00:00:00Z,29.2,74.8,1.49,0.0
24.116508,-110.365982,2023-10-10T12:00:00Z,27.7,81.4,0.0,0.0
24.116508,-110.365982,2023-10-11T00:00:00Z,29.0,74.1,0.0,0.0
24.116508,-110.365982,2023-10-11T12:00:00Z,26.3,84.0,0.0,0.0
24.116508,-110.365982,2023-10-12T00:00:00Z,29.6,57.9,0.0,1.0
24.116508,-110.365982,2023-10-12T12:00:00Z,25.0,75.7,0.0,0.0
24.116508,-110.365982,2023-10-13T00:00:00Z,27.8,61.1,0.0,1.0
24.116508,-110.365982,2023-10-13T12:00:00Z,24.9,66.4,0.0,0.0
24.116508,-110.365982,2023-10-14T00:00:00Z,27.1,56.8,0.0,1.0
24.116508,-110.365982,2023-10-14T12:00:00Z,24.8,60.2,0.0,0.0
24.116508,-110.365982,2023-10-15T00:00:00Z,27.7,53.5,0.0,1.0
24.116508,-110.365982,2023-10-15T12:00:00Z,26.6,64.1,0.0,0.0
24.116508,-110.365982,2023-10-16T00:00:00Z,29.4,62.5,0.0,1.0
24.116508,-110.365982,2023-10-16T12:00:00Z,28.5,66.6,0.0,0.0
24.116508,-110.365982,2023-10-17T00:00:00Z,31.5,49.3,0.0,1.0
24.116508,-110.365982,2023-10-17T12:00:00Z,29.4,58.9,0.0,0.0
24.116508,-110.365982,2023-10-18T00:00:00Z,32.6,42.4,0.0,1.0
24.116508,-110.365982,2023-10-18T12:00:00Z,29.4,56.8,0.0,0.0
24.116508,-110.365982,2023-10-19T00:00:00Z,32.0,50.7,0.0,1.0
24.116508,-110.365982,2023-10-19T12:00:00Z,29.1,67.2,0.0,0.0
24.116508,-110.365982,2023-10-20T00:00:00Z,31.4,62.1,0.0,1.0
24.116508,-110.365982,2023-10-20T12:00:00Z,29.1,71.4,0.0,0.0
24.116508,-110.365982,2023-10-21T00:00:00Z,30.5,66.1,0.0,1.0
24.116508,-110.365982,2023-10-21T12:00:00Z,27.9,62.8,18.73,1.0
24.116508,-110.365982,2023-10-22T00:00:00Z,25.4,84.0,76.51,1.0
24.116508,-110.365982,2023-10-22T12:00:00Z,25.9,86.1,38.77,1.0
24.116508,-110.365982,2023-10-23T00:00:00Z,27.4,74.7,5.45,1.0
24.116508,-110.365982,2023-10-23T12:00:00Z,25.1,78.7,0.0,0.0
24.116508,-110.365982,2023-10-24T00:00:00Z,25.5,74.5,0.0,1.0
24.116508,-110.365982,2023-10-24T12:00:00Z,22.2,82.0,0.0,1.0
24.116508,-110.365982,2023-10-25T00:00:00Z,24.2,67.8,0.0,1.0
24.116508,-110.365982,2023-10-25T12:00:00Z,21.3,77.5,0.0,0.0
24.116508,-110.365982,2023-10-26T00:00:00Z,24.0,64.7,0.0,1.0
24.116508,-110.365982,2023-10-26T12:00:00Z,21.9,75.3,0.0,0.0
24.116508,-110.365982,2023-10-27T00:00:00Z,24.8,61.5,0.0,1.0
24.116508,-110.365982,2023-10-27T12:00:00Z,21.6,77.1,0.0,0.0
24.116508,-110.365982,2023-10-28T00:00:00Z,24.3,63.0,0.0,1.0
24.116508,-110.365982,2023-10-28T12:00:00Z,21.8,78.8,0.0,0.0
24.116508,-110.365982,2023-10-29T00:00:00Z,24.6,65.7,0.0,1.0
24.116508,-110.365982,2023-10-29T12:00:00Z,21.9,82.2,0.0,0.0
24.116508,-110.365982,2023-10-30T00:00:00Z,25.4,67.8,0.0,1.0
24.116508,-110.365982,2023-10-30T12:00:00Z,22.5,80.5,0.0,0.0
24.116508,-110.365982,2023-10-31T00:00:00Z,26.6,69.7,0.0,1.0
24.116508,-110.365982,2023-10-31T12:00:00Z,25.0,77.6,0.0,1.0
24.116508,-110.365982,2023-11-01T00:00:00Z,27.2,68.2,0.0,1.0
24.116508,-110.365982,2023-11-01T12:00:00Z,25.0,80.4,0.0,1.0
24.116508,-110.365982,2023-11-02T00:00:00Z,27.8,68.0,0.0,1.0
24.116508,-110.365982,2023-11-02T12:00:00Z,25.3,79.5,0.0,0.0
24.116508,-110.365982,2023-11-03T00:00:00Z,27.6,72.0,0.67,1.0
24.116508,-110.365982,2023-11-03T12:00:00Z,25.1,82.1,0.0,0.0
24.116508,-110.365982,2023-11-04T00:00:00Z,27.4,65.2,0.0,1.0
24.116508,-110.365982,2023-11-04T12:00:00Z,24.7,78.9,0.0,0.0
24.116508,-110.365982,2023-11-05T00:00:00Z,26.9,57.7,0.0,1.0
24.116508,-110.365982,2023-11-05T12:00:00Z,24.4,71.0,0.0,0.0
24.116508,-110.365982,2023-11-06T00:00:00Z,27.7,57.0,0.0,1.0
24.116508,-110.365982,2023-11-06T12:00:00Z,24.7,73.2,0.0,0.0
24.116508,-110.365982,2023-11-07T00:00:00Z,28.6,61.7,0.0,1.0
24.116508,-110.365982,2023-11-07T12:00:00Z,25.5,78.9,0.0,0.0
24.116508,-110.365982,2023-11-08T00:00:00Z,30.2,50.1,0.18,1.0
24.116508,-110.365982,2023-11-08T12:00:00Z,26.4,66.6,0.0,0.0
24.116508,-110.365982,2023-11-09T00:00:00Z,26.5,64.8,3.53,1.0
24.116508,-110.365982,2023-11-09T12:00:00Z,23.4,83.0,1.46,0.0
24.116508,-110.365982,2023-11-10T00:00:00Z,25.9,74.5,0.33,1.0
24.116508,-110.365982,2023-11-10T12:00:00Z,24.5,80.1,0.0,1.0
24.116508,-110.365982,2023-11-11T00:00:00Z,26.3,67.4,0.0,1.0
24.116508,-110.365982,2023-11-11T12:00:00Z,23.4,75.5,0.0,1.0
24.116508,-110.365982,2023-11-12T00:00:00Z,25.8,59.8,0.0,1.0
24.116508,-110.365982,2023-11-12T12:00:00Z,23.2,63.3,0.0,1.0
24.116508,-110.365982,2023-11-13T00:00:00Z,26.4,59.0,0.0,1.0
24.116508,-110.365982,2023-11-13T12:00:00Z,23.9,75.8,0.0,1.0
24.116508,-110.365982,2023-11-14T00:00:00Z,26.7,64.8,0.0,1.0
24.116508,-110.365982,2023-11-14T12:00:00Z,24.3,72.2,0.0,0.0
24.116508,-110.365982,2023-11-15T00:00:00Z,27.0,59.9,0.0,1.0
24.116508,-110.365982,2023-11-15T12:00:00Z,24.1,70.4,0.0,0.0
24.116508,-110.365982,2023-11-16T00:00:00Z,26.1,64.2,0.0,1.0
24.116508,-110.365982,2023-11-16T12:00:00Z,24.6,68.5,0.0,1.0
24.116508,-110.365982,2023-11-17T00:00:00Z,27.3,58.0,0.0,1.0
